name,latitude_deg,longitude_deg
Kiwirok Airstrip,-4.713481,140.740271
Lereh Airport,-3.0795,139.952
Mulia Airport,-3.701938,137.957
Oksibil Airport,-4.9071,140.6277
Waris Airport,-3.23337,140.985451
Senggeh Airport,-3.442448,140.778079
Ubrub Airport,-3.675686,140.885067
Werur Airport,-0.420096,132.1886
Mindiptana Airport,-5.876929,140.70946
Bade Airport,-7.175902,139.58333
Agats Airport,-5.543288,138.134911
Mopah International Airport,-8.523898,140.419693
Okaba Airport,-8.0946,139.7233
Kepi Airport,-6.5418,139.3318
Tanah Merah Airport,-6.09669,140.303521
Melalan Airport,-0.203611,115.760002
Tanjung Harapan Airport,2.835833333,117.3736111
Datadawai Airport,0.8106,114.5306
Kalimarau Airport,2.1555,117.431999
Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452
Muara Badak Pujangan Airport,-0.306075007,117.4160004
Juwata International Airport / Suharnoko Harbani AFB,3.325145,117.564169
Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128
Tanjung Santan Airport,-0.092973001,117.4530029
Bunyu Airport,3.455719948,117.8669968
Mangkajang Airport,2.007509947,117.7490005
Gamarmalamo Airport,1.83833003,127.7860031
Kotamubagu/Mopait Airport,0.6835,124.2757
Tentena Airport,-2,120.76667
Jailolo/Kuripasai Airport,1.116999984,127.4830017
Buli Airport,0.9194,128.3825
Jalaluddin Airport,0.637118995,122.8499985
Naha Airport,3.683209896,125.5279999
Sultan Bantilan Airport,1.123428,120.793658
Gebe Airport,-0.078888997,129.4579926
Kao Airport,1.185279965,127.8960037
Sam Ratulangi Airport,1.54926,124.926003
Melangguane Airport,4.00694,126.672997
Siau/Sitaro Airport,2.648591,125.423301
Sultan Babullah Airport,0.831012,127.381611
Wuasa Airport,-1.424999952,120.316391
Buol Airport,1.1027,121.4141
Waverney Airport,-25.3563,141.9254
Batu Licin Airport,-3.41241,115.995003
Mekar Putih Airport,-3.98991,116.101997
Iskandar Airport,-2.7052,111.672997
Gusti Syamsir Alam Airport,-3.29472,116.165001
Beringin Airport,-0.942549,114.89399
Warukin Airport,-2.21656,115.435997
Syamsudin Noor International Airport,-3.44236,114.763
Sampit (Hasan) Airport,-2.499198,112.974987
Teluk Kepayang Airport,-3.4203,115.6867
"SANGGU Airport, Buntok",-1.66929996,114.8980026
Amahai Airport,-3.347851,128.927093
Bula Airport,-3.10996,130.509995
Bandanaira Airport,-4.5214,129.9054
Rar Gwamar Airport,-5.772220135,134.2120056
"Mangole Airport, Falabisahaya",-1.782255,125.482246
Karel Sadsuitubun Airport,-5.760278,132.759444
Namrole Airport,-3.85522,126.700902
Oesman Sadik Airport,-0.635259,127.501999
Saumlaki/Olilit Airport,-7.98861,131.306
Nangasuri Airport,-6.06613,134.273971
Dumatubin Airport,-5.66162,132.731003
Emalamo Sanana Airport,-2.100485,125.965548
Larat Airport,-7.1282,131.7673
Pattimura International Airport,-3.71026,128.089005
Namlea Airport,-3.237118,127.100294
Taliabu Island Airport,-1.642629981,124.5589981
Wahai Airport,-2.8114,129.484
Robert Atty Bessing,3.575278,116.619722
Abdul Rachman Saleh Airport,-7.929099,112.714233
Ngloram Airport,-7.194841667,111.5481667
Iswahyudi Airport,-7.615769863,111.4339981
Adisutjipto International Airport,-7.78818,110.431999
Adisumarmo International Airport,-7.516044,110.757492
Juanda International Airport,-7.37983,112.787003
Achmad Yani Airport,-6.970732,110.373244
Trunojoyo Airport,-7.0242,113.89023
Stenkol Airport,-2.1033,133.5164
Abresso Airport,-1.496771,134.175
Kebar Airport,-0.810418,133.054937
Fakfak Airport,-2.920508,132.267011
Inanwatan Airport,-2.127447,132.160056
Kaimana Airport,-3.6446,133.695116
Merdei Airport,-1.591154,133.295867
Marinda Airport,-0.423056,130.773333
Babo Airport,-2.53224,133.438995
Rendani Airport,-0.891833,134.048996
Jefman Airport,-0.926358,131.121002
Teminabuan Airport,-1.44545,132.021139
Wasior Airport,-2.721,134.5061
Bajawa Soa Airport,-8.707435,121.057427
Frans Xavier Seda Airport,-8.639514,122.238135
H. Hasan Aroeboesman (Ende) Airport,-8.849114,121.66101
Frans Sales Lega Airport,-8.596171,120.478177
Alor Island - Mali Airport,-8.13234,124.597
Komodo Airport,-8.480694,119.888306
John Becker Airport,-8.015716,127.200179
David Constantijn Saudale Airport,-10.7673,123.0747
Sabu-Tardanu Airport,-10.4924,121.8482
El Tari Airport,-10.1716,123.670998
Wamena Airport,-4.097324,138.952417
Betoambari Airport,-5.48688,122.569
Matahora Airport,-5.293996,123.634
Selayar - Haji Aroeppala Airport,-6.17921,120.437479
Soroako Airport,-2.530582,121.356096
Pongtiku Airport,-3.04474,119.821999
Haluoleo Airport,-4.08161,122.417999
Domine Eduard Osok Airport,-0.894,131.287
Anduki Airport,4.635158,114.378748
Stebbins Airport,63.51599884,-162.2779999
Wapolu Airport,-9.3376,150.5093
Long Atip Airport,3.816999912,114.6999969
Bintulu Airport,3.123850107,113.0199966
Belaga Airport,2.652143,113.767043
Long Semado Airport,4.217000008,115.5999985
Long Geng Airport,2.617000103,114.1330032
Long Lellang Airport,3.421000004,115.1539993
Kuching International Airport,1.487364,110.352859
Long Seridan Airport,3.967000008,115.0500031
Limbang Airport,4.808300018,115.0100021
Mukah Airport,2.881944,112.043333
Long Akah Airport,3.310909,114.785553
Marudi Airport,4.178734,114.330318
Sematan Airport,1.812678,109.765391
Lio Matu Airport,3.197567,115.308802
Kapit Airport,2.010523745,112.9314682
Bakalalan Airport,3.973999977,115.6179962
Miri Airport,4.32201,113.987
Sibu Airport,2.2616,111.985001
Tanjung Manis Airport,2.17784,111.202003
Long Sukang Airport,4.552219868,115.4940033
Lawas Airport,4.84917,115.407997
Simanggang Airport,1.2219,111.4636
Bario Airport,3.734648,115.478548
Semporna Airport,4.449999809,118.5830002
Kota Belud Airport,6.365159988,116.4710007
Lahad Datu Airport,5.032249928,118.3239975
Telupid Airport,5.628610134,117.1259995
Keningau Airport,5.357490063,116.1620026
Sahabat [Sahabat 16] Airport,5.087779999,119.0940018
Kota Kinabalu International Airport,5.932743,116.049324
Labuan Airport,5.300680161,115.25
Tomanggong Airport,5.40257,118.65763
Long Pasia Airport,4.400000095,115.7170029
Sepulot Airport,4.732999802,116.4670029
Pamol Airport,5.996571,117.404795
Ranau Airport,5.957793,116.680191
Sandakan Airport,5.900899887,118.0589981
Kudat Airport,6.924111,116.837068
Kuala Penyu Airport,5.597195,115.582695
Tawau Airport,4.320159912,118.1279984
Mulu Airport,4.04832983,114.8050003
Brunei International Airport,4.9442,114.928001
"Al Ain Airport Ain District, Shabwah Governorate, Yemen",14.859579,45.545705
Parker County Airport,32.74629974,-97.68240356
Wedau Airport,-10.0954,150.0826
Weona Airport,35.540391,-90.596498
Wagau Airport,-6.8519,146.8022
Wagny Airport,-0.6035,12.2608
Welshpool Airport,-38.682382,146.445331
Norrie Brook Airport,44.87390137,-89.23069763
Aurora Medical Center Kenosha Heliport,42.5705986,-87.93609619
Turtle Airport,42.507,-88.914802
Horner Farms Airport,42.79809952,-88.13339996
Lake Menomin Seaplane Base,44.891602,-91.916901
Stocktrade Airport,44.80830002,-91.68440247
Aurora Medical Center Heliport,44.12720108,-87.61560059
Waupun Airport,43.619723,-88.767693
St. Mary's Hospital Ozaukee Heliport,43.25650024,-87.92569733
Heitman Field Airport,42.97719955,-88.47579956
Cedar Island Airport,46.44822,-91.613051
Mumm Field,42.59140015,-89.24069977
Lilac Time Airport,45.70660019,-91.62490082
Jennie'S Field,44.254833,-89.8395
Baldwin Airport,44.96659851,-92.38770294
Bloomer Memorial Medical Center Heliport,45.10250092,-91.50140381
Jim Benson Field,42.85309982,-90.12969971
Gateway Airport,45.13330078,-91.45020294
Cacic Airport,43.79999924,-89.4335022
Nusawiru Airport,-7.719895,108.488995
Batujajar Airport,-6.903860092,107.4759979
Rumpin Airport,-6.373219967,106.6220016
Gading Wonosari Airport,-7.916590214,110.564003
Southwest Health Heliport,42.720475,-90.457832
Crane Field,44.90969849,-91.2417984
Rocket City Airport,44.32310104,-88.60079956
Cornucopia Field,46.866192,-91.083677
Cardinal Ridge Airport,42.8810997,-89.75219727
Durand Municipal Airport,44.53889847,-92.01409912
Mertinkes Airport,44.705002,-91.467311
Skyport Airport,44.92020035,-91.97489929
Walter's Agri-Center Airport,44.58610153,-87.55760193
Rush River Airport,44.9054985,-92.48349762
St Clare Hospital Heliport,43.48139954,-89.729599
Minnesuing Airport,46.410753,-91.653787
T-Bo Field Airport,44.98730087,-91.33039856
Ben Sutherland Airport,46.10359955,-91.90239716
Mayo Clinic Health System-Northland Heliport,45.397107,-91.839922
Ceder Lake Seaplane Base,45.21580124,-92.5727005
Dolhun Field,45.826599,-89.620102
Rainbow Airport,45.80830002,-91.09629822
Beloit Memorial Hospital Heliport,42.5483017,-89.00759888
Clintonville Community Hospital Heliport,44.62440109,-88.75789642
Spiegel Field,42.91329956,-89.35230255
Prairie Ridge Health Heliport,43.32268,-89.03441
Pine Grove Airport,45.65719986,-89.5298996
Atkins Ridge Airport,42.94889832,-89.82530212
Upland Hills Health Heliport,42.951876,-90.128529
Aspirus Langlade Hospital Heliport,45.142556,-89.138839
Fun-Air Airport,43.88280106,-88.53990173
Timberline Airport,44.43330002,-89.15010071
Edinger Field,44.0047,-88.870903
Blair Airport,44.286841,-91.226542
Loeber McDaniel Field,43.398,-89.637602
Del Monte Airport,43.32139969,-89.32099915
Schewe Airport,44.61839,-88.667509
Maguire Field,44.79175,-89.888706
Corinth Airport,44.999401,-90.149597
Broken Prop Airport,43.98609924,-88.98349762
C Jeidy Farms Airport,42.88169861,-90.86070251
Advent Health Durand Heliport,44.621029,-91.962706
Winfield Airport,42.52220154,-88.0279007
Burnett General Hospital Heliport,45.7743988,-92.68659973
Deer Haven Ranch Airport,44.83280182,-88.46320343
Ashenfelter Aerodrome,43.3489,-87.994301
SSS Aerodrome,43.269501,-87.9981
St Joseph's Memorial Hospital Heliport,43.64860153,-90.34570313
Iola Emergency Heliport,44.506786,-89.134886
Dane Airport,43.22219849,-89.46820068
Smilin' Sam's Airport,42.5872,-88.658203
Bennett Field,43.876994,-88.900402
Brinsmere Heliport,43.39550018,-88.64089966
Air Troy Estates Restricted Airport,42.806358,-88.334885
Swan Airport,42.705524,-88.640227
Weedhopper Meadow Airport,42.687543,-88.602678
Martin Fierro Airport,42.799999,-90.5718
Happy Jacks Air Strip,44,-88.83339691
Pfaffenroth Private Airport,43.924999,-88.667603
Bogus Creek Airport,44.498901,-92.203102
Maggies Farm LLC Airport,42.948601,-88.775902
Willow Creek Airport,43.20700073,-88.16040039
Martins Aerodrome,44.42580032,-87.93499756
Town Line Airport,44.85269928,-90.5565033
Kaukauna Community Hospital Heliport,44.269199,-88.269798
Rigdon Private Airport,42.52420044,-90.59100342
Kenosha Hospital and Medical Center Heliport,42.57860184,-87.81950378
St Mary's Kewaunee Area Memorial Hospital Heliport,44.45000076,-87.5109024
Johnstown Center Airport,42.689623,-88.840973
Omniflight Helicopters Heliport,42.61999893,-89.0279007
Ori Airport,42.6609,-88.135902
Pine River Airport,45.20330048,-89.5243988
Mount Fuji Airport,42.625,-88.450104
Lake Geneva Aire Estates Airport,42.57220078,-88.36730194
Speedwing Field,44.296101,-90.043701
Larson Airport,44.20280075,-88.63960266
Wag-Aero Airport,42.66109848,-88.36119843
Meriter/Park Heliport,43.06560135,-89.40180206
Army Guard Heliport,43.125932,-89.33966
Binzel Airport,42.577797,-88.01405
Holy Family Memorial Medical Center Heliport,44.09489822,-87.67510223
Mathaire Field,43.25780106,-89.06479645
Blackburn Airport,42.85829926,-89.19730377
Meier Airport,42.81359863,-88.99710083
Menggala Airport,-4.489439964,105.2170029
Semplak Atang Senjaya Airport,-6.540278,106.755278
Margahayu Airport,-6.98277998,107.572998
Banyumas Airport,-6.464849949,105.9690018
Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,0.458647,101.444321
Pinang Kampai Airport,1.609114,101.433492
Japura Airport,-0.352808,102.334999
Rokot Airport,-2.100349,99.704319
Sungai Pakning Bengkalis Airport,1.370000005,102.1399994
Sei Bati Airport,1.0527,103.3931
Kertajati International Airport,-6.648924,108.166692
Budiarto Airport,-6.293171,106.57
Husein Sastranegara International Airport,-6.90063,107.575996
Penggung Airport,-6.757,108.538849
Cibeureum Airport,-7.3466,108.246002
RAF Wildenrath,51.1141,6.2151
Hang Nadim International Airport,1.12103,104.119003
Pasir Pangaraan Airport,0.84543103,100.3700027
Letung Airport,2.96447,105.75484
Matak Airport,3.34812,106.258003
Raja Haji Fisabilillah International Airport,0.922683001,104.5319977
Dabo Airport,-0.479189008,104.5790024
Muko Muko Airport,-2.54186,101.087997
Halim Perdanakusuma International Airport,-6.266610146,106.8909988
Pondok Cabe Air Base,-6.336959839,106.7649994
Soekarno-Hatta International Airport,-6.12556982,106.6559982
Kalijati Airport,-6.53139019,107.6589966
Pelabuhan Ratu Airport,-6.982321,106.540457
Radin Inten II International Airport,-5.246803,105.182531
Muhammad Taufiq Kiemas Airport,-5.211562,103.936501
Labuhan Bilik Airport,2.512900114,100.1790009
Binaka Airport,1.16628,97.704327
Aek Godang Airport,1.4001,99.430496
Tabing Airport,-0.874989,100.351997
Helvetia Airport,3.683059931,98.64420319
Soewondo Air Force Base,3.558425,98.672275
Kisaran Airport,2.97379,99.600998
Kualanamu International Airport,3.637847,98.870566
Silangit Airport,2.25973,98.991898
Sibisa Airport,2.666666985,98.93333435
Pematangsiantar Airport,2.949968,99.050009
Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145
Tebing Tinggi Airport,3.366667032,99.1166687
Alas Leuser Airport,3.391456,97.863726
Bengkayang Airport,0.833333015,109.4833298
H A S Hanandjoeddin International Airport,-2.74572,107.754997
Nanga Pinoh Airport,-0.348868996,111.7480011
Singkawang Airport,1.075680017,109.6880035
Rahadi Osman Airport,-1.816845,109.963331
Ranai-Natuna Airport,3.90871,108.388
Supadio Airport,-0.150711,109.403999
Pangsuma Airport,0.835578024,112.9369965
Sintang Airport,0.063851,111.473572
Sultan Thaha Airport,-1.63802,103.643997
Silampari Airport,-3.288165,102.91449
Banding Agung Airport,-4.78702,103.932999
Kuala Tungkal Airport,-0.81666702,103.4666672
Muara Bungo Airport,-1.1278,102.135
Depati Amir Airport,-2.1622,106.139
Fatmawati Soekarno Airport,-3.8637,102.338997
Gatot Subrato Airport,-4.391769886,104.401001
Sultan Mahmud Badaruddin II Airport,-2.897653,104.698147
Pendopo Airport,-3.286070108,103.8799973
Minangkabau International Airport,-0.786917,100.280998
Keluang Airport,-2.640962,103.914557
Bentayan Airport,-4.0225,103.379167
Teuku Cut Ali Airport,3.16904,97.288299
Maimun Saleh Airport,5.874668,95.33967
Cut Nyak Dhien Airport,4.040631,96.253538
Lasikin Airport,2.410916,96.326766
Rembele Airport,4.72113,96.851943
Lhok Sukon Airport,5.069509983,97.25920105
Malikus Saleh Airport,5.226679802,96.95030212
Seumayam Airport,3.75,96.6333313
Sultan Iskandar Muda International Airport,5.522872024,95.42063713
Berkeley Municipal Heliport,37.8666,-122.3065
Bahau Airport,2.81667,102.417
Batu Pahat Airport,1.74666,102.987976
Benta Airport,4.048643,101.985569
Bentong Airport,3.550811,101.894041
Bidor Airport,4.116388798,101.2819977
Dungun Airport,4.786290169,103.3820038
Grik Airport,5.432849,101.123658
Jendarata Airport,3.899719954,100.9489975
Kuala Kerai Airport,5.538680077,102.1949997
Sungai Tiang Airport,4.33027792,102.3949966
Kluang Airport,2.041389942,103.3069992
Labis Airport,2.38024,103.03393
Mersing Airport,2.389148,103.874183
Muar / Bakri Airport,2.05215,102.65795
Segamat Airport,2.498023,102.839756
Sitiawan Airport,4.2222,100.6993
Sungai Petani Airport,5.623781,100.541963
Semantan Airport,3.480521,102.377901
Ulu Bernam Airport,3.740934,101.168504
Pengkalan Hulu Airport,5.695909,100.996797
Taiping (Tekah) Airport,4.866432,100.715381
Tioman Airport,2.81818,104.160004
Gong Kedak Airport,5.799570084,102.4840012
Sultan Abdul Halim Airport,6.189670086,100.3980026
RMAF Butterworth Air Base,5.46592,100.390999
Sultan Ismail Petra Airport,6.16685009,102.2929993
Kuantan Airport,3.77538991,103.2089996
Kerteh Airport,4.537220001,103.427002
Simpang Airport,3.11225009,101.7030029
Sultan Azlan Shah Airport,4.567969799,101.0920029
Senai International Airport,1.64131,103.669998
Kuala Lumpur International Airport,2.74558,101.709999
Langkawi International Airport,6.329730034,99.72869873
Malacca International Airport,2.265613,102.252778
Sultan Mahmud Airport,5.382639885,103.1029968
Penang International Airport,5.297140121,100.2770004
TLDM Lumut Heliport,4.233307,100.616276
Lutong Airport,4.454601,114.003518
Pulau Pangkor Airport,4.244719982,100.5530014
LTS Pulau Redang Airport,5.764804,103.004942
Sultan Abdul Aziz Shah International Airport,3.130579948,101.5490036
Kimshan Ranch Airport,47.84009933,-122.8600006
Seattle Private Number One Heliport,47.621226,-122.343226
Mile Bluff Medical Center Heliport,43.78229904,-90.07579803
Van Der Vaart Airport,43.67860031,-87.7256012
Erickson Ranch Airport,48.39314,-118.09803
Harris Airport,46.51480103,-122.7919998
Providence Southgate Medical Park Heliport,46.055942,-118.329508
Decatur Shores Airport,48.49980164,-122.814003
Kendall Airstrip,48.91479874,-122.112999
Bucky's Airpark,44.16439819,-89.50810242
Mount St Helens Aero Ranch Airport,45.992882,-122.379992
Red Roof Airport,45.58580017,-88.00370026
Fishtrap Heliport,47.14929962,-122.8700027
Vaughan Ranch Airfield,47.465022,-122.568262
Pete's Airport,47.841599,-117.446999
Burnett Landing Airport,47.12969971,-122.0559998
KOMO TV Heliport,47.619572,-122.348642
Hoverhawk Ranch Airport,47.33980179,-120.3160019
Becker's Landing Airport,48.45679855,-122.5390015
Gig Harbor Seaplane Base,47.339801,-122.589996
Silver Lake Seaplane Base,45.584716,-91.924324
Van De Plasch Airport,47.87229919,-121.9229965
Lawson Airpark,48.08150101,-123.3980026
Lake Union Heliport,47.65230179,-122.322998
Grand View International Airport,48.10179901,-123.1800003
Cougar Flat Airstrip,46.295684,-122.950659
Mayo Clinic Health System-Red Cedar Heliport,44.883805,-91.900894
Schoepflin Airport,46.88499832,-117.0770035
Redoft Airport,44.079201,-87.9757
Sunny Slope Runway Airport,44.98279953,-87.30950165
Blue Ribbon Airport,48.13040161,-123.2070007
Clinesmith Ranch Airport,46.919899,-118.092003
Slinkard Airfield,46.603059,-119.062589
Newport Community Hospital Heliport,48.18190002,-117.0490036
Columbia Ag 2 Airport,46.38040161,-118.987999
Ethel International Airport,46.530427,-122.686658
Meadow Mist Airport,48.90869904,-122.5650024
Kari Field,46.96900177,-122.8209991
McLaughlin Heliport,48.1106,-123.323996
Ross Complex Heliport,45.66820145,-122.6439972
Knutson Field,43.48189926,-89.32009888
Coupeville Airpark,48.19039917,-122.6429977
Redfern Aerodrome,47.304401,-117.961998
Flying H Ranch Airport,47.18379974,-122.1200027
Lower Granite Dam Heliport,46.66130066,-117.4380035
Podeweltz Airport,45.23939896,-89.56900024
Take Five Airport,46.780093,-120.445226
Battle Creek Airport,43.067501,-88.508698
Bear Valley Skyranch Airport,47.08169937,-123.2699966
Kimbrel Farm Airport,46.79040146,-123.3099976
Blue Heron Field,48.121799,-123.087997
St Joseph Hospital Heliport,47.24456,-122.447594
Bayview Farms Airport,48.52090073,-122.4649963
Cougar Heliport,46.049477,-122.303046
Frontier Airpark,48.11079,-122.062958
Ellerport Airport,47.73490143,-117.0709991
Randle-Kiona Airpark,46.51150131,-122.0059967
Columbia Basin Hospital Heliport,47.31430054,-119.5479965
Bade Rotor and Wing Svc. Heliport,46.92480087,-123.0100021
Capitol Medical Center Heliport,47.04339981,-122.9509964
Nelsons Nitch Airport,46.53760147,-122.7180023
Swanton Ultralightport,48.140598,-123.188004
Tai's Landing Airport,47.724949,-117.281059
Auburn Fire Department Heliport,47.31869888,-122.2190018
Bristol Airport,42.5367012,-88.0039978
J K D Farms Airport,46.97430038,-120.461998
My Airport,46.97523,-123.476737
Cranberry International Seaplane Base,45.85129929,-89.45120239
Southwest Washington Medical Center Heliport,45.6230011,-122.5800018
Aurora Medical Center Burlington Heliport,42.672512,-88.281503
Leach Farms Heliport,42.64889908,-88.1867981
Northwest Helicopters Heliport,46.9748,-122.900002
Evans Heliport,47.63040161,-122.1760025
Kinch Farms Airport,46.86489868,-118.3249969
St Joseph Hospital Main Campus Heliport,48.774562,-122.473971
Burnt Ridge Airstrip,46.58539963,-122.6259995
Erin Aero Airport,43.24470139,-88.37229919
Bergseth Field,47.243799,-121.924317
Wnp-2 Plant Support Facility Heliport,46.46429825,-119.3410034
Haley Heliport,47.707901,-122.5240021
Walters Arv Ultralightport,46.09790039,-122.8649979
Ice Harbor Dam Heliport,46.252705,-118.878503
Ferry County Memorial Hospital Heliport,48.65269852,-118.7300034
Telephone Utilities/TIW Heliport,47.3312,-122.601997
Lower Monumental Dam Heliport,46.56900024,-118.5370026
Morrisonville International Airport,43.27470016,-89.35040283
St Croix Valley Airport,45.26390076,-92.62159729
Bryan Airport,47.20859909,-122.0930023
Martin Airport,46.51929855,-124.0319977
Lee's Airport,47.887699,-117.344002
Taylorport Airport,45.373133,-91.294713
Evans Heliport,47.67430115,-122.0739975
Sky Meadows Airpark,47.608637,-117.180455
Park 90 Heliport,47.58449936,-122.3259964
East Adams Rural Hospital Heliport,47.12149811,-118.3720016
Brown Boy Airport,46.884899,-119.890999
Misty Isle Farms Heliport,47.404572,-122.488236
Froedtert Pleasant Prairie Hospital Heliport,42.563713,-87.923815
Florida North Airport,45.65940094,-91.52249908
Hayes Road Airport,44.65719986,-91.80860138
Wanuma Airport,-4.8961,145.3213
Mathilda Batlayeri Airport,-7.848354,131.337068
Atauro Airport,-8.243133,125.606378
Suai Airport,-9.303310394,125.2870026
Dili City Heliport,-8.559000015,125.5370026
Presidente Nicolau Lobato International Airport,-8.546562,125.524507
Cakung Airport,-8.486479,126.399981
Fuiloro Airfield,-8.447964,126.987362
Maliana Airport,-8.97224,125.214996
Rota Do Sândalo Oecusse Airport,-9.19806,124.343002
Viqueque Airport,-8.883799553,126.3730011
Buntok Airport,-1.732509971,114.8389969
AA Bere Tallo (Haliwen) Airport,-9.074841,124.903285
Mena Airport,-9.183889389,124.5891647
Larantuka Gewayentana Airport,-8.274424,123.002
Kalabahi Airport,-8.216667,124.566666
Naikliu Airport,-9.495470047,123.7949982
Sanggata/Sangkimah Airport,0.3847,117.543
Long Bawan Airport,3.9028,115.6921
Bontang Airport,0.119691,117.474998
Nunukan Airport,4.133333333,117.6666667
Tanah Grogot Airport,-1.885541,116.256809
Tanjung Bara Airport,0.5605,117.64435
Long Mawang Airport,1.7992,114.9043
Long Apung Airport,1.704486,114.970297
Sangkulirang Airport,1.000890017,117.9960022
Muara Wahau Airport,1.1213,116.851
Senipah Heliport,-0.975679,117.147701
Tanjung Perak Airport,-7.218275,112.712616
Lalomalava Airport,-14.031827,-171.435114
Archie's Seaplane Base,42.73749924,-89.07089996
Polish Paradise Airport,43.74250031,-89.71600342
St Mary's Hospital of Milwaukee Heliport,43.06169891,-87.8792038
Zanadu Airport,44.03250122,-89.86509705
Lonely Pines Airport,45.4772,-90.625098
Springstead Airport,45.98770142,-90.16349792
J.B. Heliport,43.62720108,-89.78510284
Five Corners Airways Airport,44.417999,-88.376999
Rox Airport,44.01330185,-89.52480316
Casey Lake Airport,44.408001,-89.0159
Frievalt Airport,45.10029984,-88.13339996
Elert Airport,43.26440048,-89.32319641
Cloud Dancer Private Airport,45.31190109,-91.58969879
Mill House Field,43.49520111,-89.26540375
Scherrico Meadows Airport,44.84719849,-89.80149841
Pioneer Airport,43.985045,-88.576083
Aurora Medical Center Sheboygan County Heliport,43.772125,-87.710281
Petit Cache Airport,46.89350128,-90.8207016
Young Tactical Landing Site Airport,43.95299912,-90.66259766
Community Memorial Hospital Heliport,43.16389847,-88.13950348
Wolfgram Airport,44.394501,-88.689444
R & S Landing Strip,45.21609879,-89.74720001
Round Lake Seaplane Base,46.00690079,-91.31040192
Shangrila Airport,45.58160019,-87.84539795
Ranch Side Airport,44.358832,-87.6073
Uw Hospital & Clinics Heliport,43.07580185,-89.43289948
Coleman Airport,43.55360031,-89.38980103
Tachick Field,45.12030029,-88.1434021
Hexum Flight Park Ultralightport,45.18909836,-92.5483017
Otto-Gibbons Airport,44.277802,-87.944504
Prescott Field,43.483601,-89.2948
Storytown Airfield,42.90919876,-89.4509964
Fort Atkinson Memorial Hospital Heliport,42.9314003,-88.82820129
Thedacare Regional Medical Center - Neenah Heliport,44.186168,-88.454443
Swan Field,44.27140045,-89.43710327
Memorial Community Hospital Heliport,42.84,-89.070801
Luther Hospital Heliport,44.813764,-91.512069
Pinewood Air Park,45.69940186,-89.66239929
Mercy Hospital Heliport,42.68830109,-89.0326004
Rusmar Farms Airport,45.0121994,-92.55130005
Owen-Withee Airport,44.95000076,-90.60009766
Birch Creek Airport,44.35549927,-88.05840302
Diderrich Ranch Airport,45.53659821,-90.70490265
Circle K Airport,45.34159851,-89.67459869
J & L Aviation Airport,43.831555,-88.891196
St Joseph's Hospital Heliport,44.9496994,-91.36100006
Memorial Hospital Heliport,43.13330078,-90.707901
Christie Aerodrome,42.906551,-88.871562
Mercy Medical Center Heliport,44.02370071,-88.52279663
Leeward Farm Airport,43.35279846,-90.68099976
"SSM Health, St. Marys Hospital - Madison Heliport",43.059129,-89.402404
St Mary's Medical Center Heliport,42.73059845,-87.82689667
Reedsburg Area Medical Center Heliport,43.550063,-89.992173
Barten Airport,42.51750183,-88.74539948
St Nicholas Hospital Heliport,43.76139832,-87.74900055
Westosha Emergency Center Heliport,42.54249954,-88.17040253
Spooner Hospital Heliport,45.82580185,-91.89569855
Door County Memorial Hospital Heliport,44.8321991,-87.35310364
Vern Air Park,44.93389893,-90.83100128
Tomah Memorial Hospital Heliport,43.98469925,-90.51540375
Sugar Ridge Airport,42.96360016,-89.58100128
Memorial Medical Center Heliport,46.56779861,-90.89040375
Schiffmann Seaplane Base,45.88809967,-89.53289795
Aspirus Wausau Hospital Heliport,44.966863,-89.666795
St Joseph's Community Hospital Helipad,43.417697,-88.191068
Vietmeier Airport,46.79990005,-91.20850372
Krist Island Airport,43.78160095,-89.30789948
Log Cabin Airport,44.572312,-91.547527
Marshfield Medical Center/Beaver Dam Heliport,43.449788,-88.825203
Flying J Airport,45.43050003,-92.6155014
Cain's Field,44.85279846,-88.01200104
Big Foot Farms Heliport,42.52090073,-88.57679749
Al's Airway Airport,43.1631012,-88.82450104
Waupun Memorial Hospital Heliport,43.63140106,-88.7457962
Black Dog Farm Airport,44.470766,-88.823419
Circle T Airport,45.68399811,-92.68710327
River Valley Airport,45.5503006,-89.4878006
Indianhead Medical Center Heliport,45.74169922,-91.92690277
Alpha Hotel Airport,45.94800186,-92.10849762
Johnson Island Seaplane Base,45.12670135,-88.44329834
Port Field,48.331869,-120.058253
Appleton Medical Center Heliport,44.279,-88.393091
Sky Hollow Airport,43.20859909,-90.66369629
Hughes Airport,42.62080002,-89.76730347
St Joseph's Hospital Heliport,44.67720032,-90.17970276
Wasua Airport,-8.2836,142.8697
Changi Air Base (East),1.344140053,104.0090027
Sembawang Air Base,1.42526,103.813004
Paya Lebar Air Base,1.36042,103.910004
Tengah Air Base,1.387561,103.708291
Steamboat Bay Seaplane Base,55.532662,-133.638167
San Juan /Uganik/ Seaplane Base,57.7304,-153.320999
Wiseman Airport,67.40460205,-150.1230011
Seletar Airport,1.41555,103.86673
Singapore Changi Airport,1.35019,103.994003
Grays Harbor Community Hospital Heliport,46.979706,-123.847139
Hillcrest Farms Airport,46.949167,-120.481111
Hammer EVOC Skid Pad Heliport,46.358056,-119.333612
